,Job Title,Location,Date,Link,Job Attributes,Job Description
27,Vista Implementation Specialist,Newton,Apr 25,https://boston.craigslist.org/gbs/sof/d/newtonville-vista-implementation/6874340537.html,"
compensation: Based on experience

employment type: full-time

","

QR Code Link to This Post


ARS Restoration Specialists is recruiting for a Vista Implementation Specialist for it's Newton, MA location! Under the supervision of the Chief Financial Officer the Implementation Specialist is a self-motivated individual whose mission is to fully implement our Vista software and train the team in best practices.

Responsibilities:
Installing and configuring the Vista system
Maintaining an extensive understanding of the construction industrys business operation in order to effectively deliver, support and train Vista software modules to team
Overseeing individual projects for configuration and deployment of additional Vista modules
Document technical issues, defects, and problems with system or assigned projects
Maintaining an active role with the various teams within the Finance and Operations group and providing assistance to all staff
Act as a subject matter expert for questions from staff around accounting integration, construction accounting practices, and financial management of projects
Assist in identifying issues, enhancement requests, and feature requests from team

Qualifications:
Direct experience working with Vista (Viewpoint software product)
Experience as a team lead or consultant for a Vista implementation
Self-starter with an ability to manage your time and tasks with little oversight, and great attention to detail
Demonstrated experience in a fast-paced work environment
Strong interpersonal, organizational, and self-management skills
Previous experience within the Construction industry is a plus
Proficient in Advanced Excel is a plus

APPLY NOW


ARS Restoration Specialists is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, gender identity, age, national origin, ancestry, citizenship, disability, or veteran status."
28,Senior Solutions Engineer,Boston,Apr 24,https://boston.craigslist.org/gbs/sof/d/boston-senior-solutions-engineer/6873882281.html,"
employment type: full-time

","

QR Code Link to This Post


Senior Solutions Engineer (Somerville, MA)                          Compensation : $95kBoston?s most advanced and complete real-time personalization company that is building the next frontier of Digital Marketing seeks to hire a Senior Solutions Engineer to join its team in Somerville!YOUR CAREER GOALSContribute to the mission of changing customer experience to create a personalized and engaging experience for consumers. Building on your experience, you will assist clients to create real-time campaigns for some of the biggest websites in the world. You are excited to acquire insights into business processes, as well as contribute technically with the engineering team.YOUR AMAZING QUALITIESYou?re passionate about working with smart people to solve hard, business-critical problems in a fast paced environment. You recognize that clean code, open discussion, creative thinking and pragmatic design are vital to create and maintain important relationships with customers and co-workers alike. You have a B.S. degree or higher in Computer Science, Information Technology & Services, Software Engineering, or a related field and mastery with:HTML / CSSJavaScriptAnd if you?ve got knowledge or experience with:Customer facingE-commerce, marketing technology and/or a B2B SaaS platformRegex?those are certainly plussesYou must also be able to thrive in a fast-paced, deadline-driven environment. Leadership ability and excellent interpersonal & communication skills here are absolutely essential.There is a potential for career progression, as this company is rapidly growing!IN EXCHANGE FOR ALL YOUR HARD WORK:We offer youFlexible Vacation Policy7 Paid HolidaysCommuter Benefit PlanMacBook Pro ComputerFun HQ Location (Davis Square on the Red line)Free Snacks, Candy, DrinksFree Lunch on ThursdaysWeekly Company MeetingWeekly ?Winesday? Happy HourPing Pong, Darts & FoosballFrequent Get-togethers and OutingsFind Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
29,IT Systems Implementation and Support Intern,Boston - free parking and on Red Line,Apr 24,https://boston.craigslist.org/gbs/sof/d/boston-it-systems-implementation-and/6873486447.html,"
compensation: paid internship, based on experience

employment type: employee's choice

internship

","

QR Code Link to This Post


TO AVOID ROBO-APPLICANTS, THIS POSITION REQUIRES A BRIEF COVER LETTER/EMAIL ALONG WITH YOUR RESUME.  ALL OTHER CANNOT BE CONSIDERED. THANK YOU!

Reports to: Senior Vice President and CFO
Status: Intern; eligible for overtime
Location: Administrative Offices, Boston, MA
HIRING AS SOON AS POSSIBLE

Boston Salads/Lighthouse Soups and Chowders is a growing company that makes healthy, delicious salads, soups, deli entrees and desserts.  We are also a regional distributor for Dietz and Watson deli products.  We are proud of our product, our three Boston locations and our fabulous local Boston area employees. Learn more about us at www.bostonsalads.com.  

Working with various managers and end-users in Administration, the IT Systems Implementation and Support Intern will participate in planning and implementation of multi-scale projects at Boston Salads, including a major systems upgrade.

Our administrative offices are a 14-minute walk from Andrew Station and we offer free parking.

Duties include:

Microsoft NAV Implementation
*  Work with MS NAV (Navision) consultant and end users
*  Assist in implementation/major upgrade of Production, Purchasing, General Ledger and Accounts Payable modules
*  Review requirements for Inventory Management module

Internal IT Support
*  Setup new computers/ peripheral network equipment – as needed
*  Troubleshooting
*  Assist in maintenance/troubleshooting of (VM) servers
*  Interface with IT support services
*  Add computers to company domain

Maintain Active Directory and domain admin tasks
Develop and monitor integrity of back-up procedures
Develop reports for management
Develop procedures to collect the required data
Understand all “exception” reports and develop procedures to correct

MS Outlook
*  Set up new users or mailboxes
*  Train staff on MS Outlook
*  Maintain Office 365
*  Special Projects

Assist in development of server redundancy
May review and recommend software for expense reporting

Requirements
*  Undergrad in bachelor’s program for computer systems; junior ideal
*  Ability to work for any US employer indefinitely without sponsorship
*  Polished verbal, email and phone communication skills; strong English a must
*  Ability to commit to 10-15 hours per week
*  Ability to write a cover letter when applying
*  Ability to pass a pre-employment drug screen (includes pot)
* 1 year MS Office required; 1 year of MS Dynamics Nav preferred

Send COVER LETTER/EMAIL and resume to careers@bostonsalads.com. Include any implementation/software upgrade experience. Thank you.

"
30,Data Science Fellowship,N/A,Apr 23,https://boston.craigslist.org/gbs/sof/d/boston-data-science-fellowship/6873120399.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSData&utm_campaign=CLBOSData&utm_medium=web "
31,Product Management Fellow,N/A,Apr 23,https://boston.craigslist.org/gbs/sof/d/boston-product-management-fellow/6873119396.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSProduct&utm_campaign=CLBOSProduct&utm_medium=web "
32,Software Engineering Fellow,N/A,Apr 23,https://boston.craigslist.org/gbs/sof/d/boston-software-engineering-fellow/6873098172.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSSWE&utm_campaign=CLBOSSWE&utm_medium=web "
33,Junior Java Developer | Entry-level Java / J2EE or JEE Developer,N/A,Apr 23,https://boston.craigslist.org/gbs/sof/d/junior-java-developer-entry-level-java/6872998341.html,"
compensation: $53K - $60K

employment type: full-time

","

QR Code Link to This Post


Location: Multiple Locations
Employment Type: Full Time 
Interviews commence from this week.

Apply Here: https://gcit.recruiterbox.com/jobs/fk0tpy/

Gold Coast IT Solutions (GCIT) is an applications and services company specializing in delivering customer-centric IT talent solutions that help our clients fast forward their success plans. Our strength lies in staying up-to-date with latest technology trends and clearly understanding the real workings behind projects. We create a workforce prepared to deliver. 

We have multiple openings in and around Washington D.C. (Metro area) and no prior work experience is required.

We are looking for Software Developers who are focused on beating competition with an edge. A team of Senior Development Professionals mentors our handpicked team of entry-level/junior Developers. We attract smart and articulate individuals who are deeply passionate about software development, are customer focused/oriented; have a strong desire to learn and upskill their talent with the current range of development technologies.

Our teams enjoy:
•	Designing and developing software systems using object-oriented design, java, .Net or Cloud programming languages. 
•	Developing unit and integration test procedures. 
•	Working independently and working with team members in an agile and fast-paced environment with the guidance of a senior technical lead. 
•	Assisting with troubleshooting and bug fixing of web-based systems. 
•	Writing documents of new or existing programs to ensure effective communication. 

BASIC QUALIFICATIONS:
•	Bachelor’s / Master’s Degree in Computer Science or equivalent training/work experience; maximum work experience of 3 years. 
•	Experience writing executing unit and integration tests.
•	Knowledge of Java, C#, Net, Python or similar programming languages.
•	Web programming language and knowledge of Object Oriented design and design partners. 

BENEFITS WE OFFER:
•	Pay Package - $53K - $60K
•	Full Medical and Health Benefits.
•	401 K
•	Mentoring Program
•	Industry Certifications
•	Relocation Assistance provided
•	OTP/ CPT/ EAD/ GC Holders Accepted 
•	Opportunity to work at Fortune 500 companies

We are proud of our diverse environment, EOE, MFDV.

Principles only. Recruiters please do not contact this job poster. 
Do NOT contact us with unsolicited services or offer.
"
34,Experienced Full Stack Developer - Improving Patient Outcomes!!,"Natick, MA area",Apr 23,https://boston.craigslist.org/bmw/sof/d/natick-experienced-full-stack-developer/6872881143.html,"
compensation: tbd

employment type: full-time

","

QR Code Link to This Post


Date Job Opened:  4-23-19

Please Apply Here: https://www.ndt.com/job/experienced-full-stack-developer-improving-patient-outcomes

The Opportunity:
Unique opportunity to collaborate closely with the Head of Engineering, CTO and Chief Architect working with emerging web technologies to shape the next-generation of products and enhanced product features! 

The Exciting Challenge:
•	Apply your varied experiences with multiple platforms and infrastructures to a new and emerging product offering   
•	Develop new features on an ongoing basis
•	Maintain and improve existing functionality
•	Thrive in a casual but rapidly evolving environment welcoming brainstorming and keen problem-solving skills
•	Your positive attitude will join a talented team focused on utilizing best practices today and going forward!
•	Opportunity to share your experienced voice and engage in intellectual debate via exceptional written and verbal communication.

Your Technical Skills:
•	5+ years of Back-End software development – ideally bringing a vast breadth and depth of experiences with multiple platforms and infrastructure environments
•	2+ years of experience with frontend Javascript
•	Ability to easily pick up new platforms
•	Experience working in an Agile/Scrum development process
•	Proven ability to work in fast-paced and highly dynamic environment
•	Experience with HTML or CSS a plus but not required
•	Experience with noSQL databases a plus but not required
•	B.S. or M.S. Computer Science or related field 

Reference # 8412 - Risa Kahn, Recruiting Manager

Please Apply Here: https://www.ndt.com/job/experienced-full-stack-developer-improving-patient-outcomes

New Dimensions in Technology (NDT)
Technical and Tech/Business Recruiting Since 1979    "
35,Implementer for Software Company,N/A,Apr 22,https://boston.craigslist.org/gbs/sof/d/boston-implementer-for-software-company/6872427413.html,"
compensation: Depends on experience; health and dental benefits, 401k matching, stock options

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


Agiloft Overview

Agiloft’s mission is to provide agile business process automation software solutions that help our clients adapt rapidly and scale efficiently; and to accomplish this through teamwork and partnership.  Our suite of products includes Contract Management, ServiceDesk/ITIL, License Management, and general Workflow Management.

We believe so strongly in our committed and talented implementation team’s ability to deliver a world class customer experience that we offer our customers a 100% satisfaction guarantee on services as well as licenses. No questions asked.

Job Overview

You will join the team responsible for designing and implementing software configurations to meet the needs of customers ranging in size from start-ups to Chevron and the US Air Force. Each client needs something different so this position requires a deep understanding of the system's capabilities and the ability to see issues from the customer's perspective. 

The breakthrough we made at Agiloft is that the software can be configured to meet all these different needs without writing a line of code. Everything is done through a wizard-based customization interface using a standard browser. 

That does not mean that this is an easy job. You will need a strong analytical and logical mind, familiarity with computers, good judgment, people skills, and excellent attention to detail in this position. We hire based on intelligence and aptitude; software development experience is not required – in fact, if you want to write code this is not the right job for you. Conversely, top performers in this position have degrees in Math, Economics and one has a PhD in Musicology, so we aren't looking only for purely technical candidates. 

Job Responsibilities
•	 Manage customer projects as part of a team 
•	 Follow use cases and specifications and implement customized systems within the Agiloft framework.
•	 Carry out customer follow-up activities such as training, documentation, and customer support.  
•	 Build and test the customizations and demonstrates the software to the customer.
•	 You may also be asked to participate in activities such as providing customer support, managing or working on internal projects
•	 Other activities suitable for your skill set and based on company needs.

 Job Requirements
•	Strong analytical skills, creativity, familiarity with web-based technologies, and the ability to rapidly learn a complex and multifaceted program
•	4 year college degree and at least two years of full time work experience, but not necessarily as an analyst.
•	Excellent written and verbal communication skills.
•	Good judgment and the capacity to independently evaluate situations and identify the optimum course of action.
•	Ability to interact politely with the occasional difficult customer.
•	Initiative in seeking ways to contribute to the success of the company that go beyond a narrow definition of job responsibilities.
•	Experience with database concepts and web based technologies are a plus, but SQL/programming expertise is not required. 

Benefits
• Competitive salary 
• Incentive bonuses 
• Referral bonuses
• Equity in a profitable and fast-growing cloud software company
• 401K plan - company matching
• Health /dental insurance
• Generous vacation
• Professional development and career growth opportunities

To Apply
Go to https://www.agiloft.com/jobs.htm.
"
36,Part time Accts. Receivable Reconciliation and Problem Solver,"Billerica, MA",Apr 19,https://boston.craigslist.org/nwb/sof/d/north-billerica-part-time-accts/6870110365.html,"
compensation: Non exempt, hourly

employment type: part-time

","

QR Code Link to This Post


Do you like solving puzzles?  Are you often told you have great attention to detail?  Are you the person who reconciles and finds the missing pieces making processes run smoothly?  If so, we want to talk with you!

We are seeking a highly organized individual who is detail oriented and possesses good verbal and written communication skills to facilitate processing NorthAmerican Van Line (NAVL) revenue for 3 Sterling agencies.  This position will initially require 25 – 30 hours per week but should eventually move to a full time position.  In this position you will:

-	Process bi-weekly income statements received from NAVL for each Sterling agency and reconcile with Sterling’s records.
-	Research discrepancies and resolve questions through communication with Accounting clerks, Dispatchers, Ops Manager, General Managers, IT Manager, Controller or President as appropriate.
-	In communication with Sales Reps – research and resolve issues of credit approval, charge backs and billing questions.
-	Research and resolve missing and/or partial payments.
-	Transfer and process NAVL payments between agencies as needed.
-	Facilitate proper communication between Sterling Agencies and NAVL
Job Qualifications:
-       Strong analysis, problem solving, organizational, and project management skills required.
-	Bachelors degree or equivalent combination of education and experience.
-	Excellent communication skills (oral and written) with strong customer service orientation for work with NAVL personnel and internal departments.  Fluent English.
-	Computer literate with solid mathematical and data entry skills, proficient in Microsoft Word and Excel. 

We provide a positive work environment, competitive salaries and benefits. STERLING is an EOE.

STERLING CORPORATION is the largest northAmerican Logistics agent in the Northeast serving corporations and individuals with national and international transportation and storage services. STERLING serves industry with the transport of products and equipment. We serve families with household goods moving and storage. STERLING’s success over the last 60 years is directly related to its commitment to providing the highest quality service to our customers.

Interested candidates should forward a resume and salary requirements.

"
37,Solutions Architect (.NET Developer),"Quincy, MA",Apr 18,https://boston.craigslist.org/sob/sof/d/quincy-solutions-architect-net-developer/6869770363.html,"
compensation: $140-150k

employment type: full-time

","

QR Code Link to This Post


The Solutions Architect is responsible for the design of one or more applications or services within XCM Solutions. The candidate must have a balanced mix of technical and business skills. The integral focus for the Solutions Architect is on the technical decisions being made regarding the solution and how they impact the business outcomes. 

The Solutions Architect must be able to convey their message to various audiences and they also need to fully understand the business’ processes in order to create a cohesive vision of a usable product. This role will examine the current systems’ architecture and work with business and technical staff to recommend solutions that result in more effective systems.  The ideal candidate will pay a lot of attention to detail, examine functional specifications and translate them into system guidelines that shape project development as well as find ways to align projects with enterprise-level systems.

In addition to guiding development teams, the Solutions Architect is also responsible for conducting research on  newer technologies and devising solutions that work within those systems. This role will work to select the most appropriate technology for a problem and balance architectural concerns of the project with the concerns of the enterprise. Occasionally, the Solutions Architect may meet directly with clients to demonstrate solutions, answer questions regarding software capabilities and requirements, and work to resolve issues that arise during the development cycle. 




Duties and Responsibilities
•	Determine how technology can be used to solve a given business problem and work to solve various problems.
•	Strong ability to understand which framework, platform or tech-stack can be used to create a solution.
•	Strong ability to understand how the application will look, what the modules will be and how they interact with each other.
•	Drive how applications will scale for the future and how they will be maintained.
•	Conduct architectural evaluation, design and analysis of enterprise-wide systems throughout entire business.
•	Organize the development methodologies ; provide motivation and guidance to the development team during the software development life cycle. 
•	Determine the risk in third party frameworks and platforms.
•	Ensure the application architecture team delivers robust system solutions to the business.
•	Identify customer requirements, analyze alternatives and conduct product recommendations related to software, platform and network configurations.
•	Provide solution alerts and perform at a high-level as an example to team members.
•	Responsible for the vision that underlies the solution and to execute that vision into the project.
•	Initiate client contact and perform demonstrations as part of a total sales team effort if needed. 
•	Responsible for continuing configuration management, platform layout and ongoing suggestions and best practices for the entire project.
•	Working with infrastructure teams to deploy new release and to ensure that IT systems and the applications function at their optimum levels
•	Help in leading the technology vision into the future
•	Strong ability to identify and work with non-functional requirements to include, security, performance, maintainability, scalability, usability and reliability of the product. 

Qualifications

•	Bachelor’s degree in Software Engineering, Computer Science or related fields
•	15+ years of proven experience as a Software Architect and having worked with newer cloud technologies
•	Strong ability to translate functional requirements into robust software solutions.
•	Excellent knowledge of software and application design and architecture 
•	Familiarity with React, Redux and Amazon cloud services
•	Ability to begin daily work in the early morning (6:00 or 7:00 am)
•	Experience working with the Cloud environments like Amazon and Microsoft Azure
•	Flexibility to travel internationally, up to 4 times per year.
•	High level of technical literacy to determine how a software solution fits into an organization’s current structure and ability to assist in the development of specifications and requirements
•	Strong ability to examine a client’s current systems and determine overall project needs and scope
•	Excellent time management and project management skills to determine development schedules and milestones and ensure that deliverables are completed on time
•	Previous experience with team leadership and motivational skills are essential
•	Excellent written and verbal communication skills to communicate with team members, clients and external vendors
•	Exceptional problem-solvers with the ability to quickly change direction based on updated client specifications or system limitations
•	Knowledge and understanding of AI and RPA and how it would be used in both technology and service business
"
38,Senior Project Manager for Software Company,N/A,Apr 18,https://boston.craigslist.org/gbs/sof/d/boston-senior-project-manager-for/6869633096.html,"
compensation: Depends on experience; health and dental benefits, 401k matching, stock options

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


Agiloft Overview

Agiloft's mission is to provide agile business process automation software solutions that help our clients adapt rapidly and scale efficiently; and to accomplish this through teamwork and partnership. Our suite of products includes Contract Management, ServiceDesk/ITIL, License Management, and general Workflow Management. 

We believe so strongly in our committed and talented implementation team's ability to deliver a world class customer experience that we offer our customers a 100% satisfaction guarantee on services as well as licenses. No questions asked. 

Job Overview

You will take charge of large implementation projects for enterprise customers as the project manager and primary driver of communication between the implementers and the customer. Our implementers are great at gathering requirements, building out the system, and demonstrating and training customers, but they appreciate having someone with more specialized skills to manage their projects, keep everyone informed and on track (including the customer) and ensure that milestones and deadlines are met on both sides. 

We need your skills as an excellent communicator who can set appropriate expectations, keep everyone apprised of progress and action items, manage customer quotes and project plans, and assist in balancing workloads and ensuring that we meet our commitments. You also excel at dealing with the complexities associated with large enterprise customers, You can find the correct decision makers and ensure they make the decisions needed to keep the project on track. You are proactive in looking for risks that might cause delays and finding ways to mitigate that risk or find alternate paths. 

Job Requirements
• Excellent written and verbal communication skills 
• Ability to be empathetic yet firm with challenging customers, and to be persistent in reminding both customers and implementers of outstanding action items
• 4 year college degree and at least six years of full time work experience as a project manager working on software deployments for enterprise level customers
• Demonstrated success managing projects and relationships at a distance
• Superior organizational skills 
• Good judgment and the capacity to independently evaluate situations and identify the optimum course of action
• Initiative in seeking ways to contribute to the success of the company that go beyond a narrow definition of job responsibilities 
• Identifies problems early, proactively solicits solutions and escalates before problems become major
• Ability to closely track and monitor finances to deliver project on or under budget; develop forecasted/monthly budgets for enterprise projects
• Facilitates and provides effective communication between all project stakeholders. Deals comfortably with senior management and can present and converse with people in positions of authority. 
• Able to read and understand vendor contracts, perform due diligence and proof of concept exercises, manage vendor relationships after consulting with management
• Certification as a Project Manager is a plus, but not required

Benefits
• Competitive salary 
• Incentive bonuses 
• Referral bonuses 
• Equity in a profitable and fast-growing cloud software company 
• 401K plan - company matching 
• Health /dental insurance 
• Generous vacation 
• Professional development and career growth opportunities 

To Apply
Go to https://www.agiloft.com/jobs.htm
"
39,Business Systems Analyst,Walham,Apr 17,https://boston.craigslist.org/bmw/sof/d/waltham-business-systems-analyst/6868660465.html,"
compensation: Commensurate with experience.

employment type: full-time

","

QR Code Link to This Post



Do you enjoy finding creative technical solutions to business problems? Are you adaptable, flexible, and comfortable working in a fast-paced environment? If so, you may be the right fit for our expanding Application Solutions Development team.


We are looking for someone who’s highly analytical to join us in working to help design, develop, and deliver the most modern and efficient tools and business solutions. As a team, our areas of focus include the development and support of internal systems, as well as third-party applications; product management; business systems analysis; software quality assurance and automation; development operations; database analysis and development; release management; cloud platform solution architecture; web development; and UI/UX design.


Key responsibilities

Reviewing, analyzing, and evaluating user needs to create solutions that support overall business strategies
Documenting system requirements; defining scope and objectives
Analyzing system functionality to identify risks and gaps; providing alternative solutions and recommendations
Determining size, complexity, and dependencies of a solution by reviewing business rules, use cases, user stories, and so forth
Analyzing system data inputs/outputs using Microsoft SQL to advise on system anomalies and assist with requirements definition
Working with business stakeholders to define, prioritize, and draft business requirements
Converting requirements into various types of models or diagrams such as process mapping, decision tables, value streams, and data flows
Translating business and functional requirements into technical requirements, and then into user stories and acceptance criteria 
Acting as the primary liaison between application development and business departments, translating requirements to system specifications 
Meeting with subject matter experts to identify and document all system requirements
Creating system specifications that drive solution development and implementation
Conducting walk-throughs of all completed specifications with the team to ensure that the documentation is complete and development estimates are accurate
Collaborating on root cause analysis, application of business rules, workflow issues, and internal/external interfaces for system impact analysis
Collaborating with developers and QA testers on solution functions; verifying and validating code updates and data fix changes
Reviewing test results for quality assurance to confirm acceptance criteria is met for user acceptance testing
Working with vendors to implement new systems and/or modify and maintain toolsets

Core strengths

5+ years’ experience performing business and systems analysis and requirement definitions for IT solutions and systems documentation
3+ years’ experience working with MS SQL
Knowledgeable in all stages of a project lifecycle, including planning, analysis, design, development, and testing
Demonstrated experience with troubleshooting systems and participating in defining resolution strategies
Experienced with Team Foundation Server (TFS), Visual Studio Team Services (VSTS), and/or Azure DevOps
Experienced in Agile/Scrum development methodologies 
Possess dual business competence and technical expertise
Familiarity with Office 365 applications/Azure platform  
Financial services background a plus
Adaptable, flexible personality; comfortable working in a fast-paced environment 
Excellent written and verbal communication and presentation skills
Detail oriented with ability to multitask and meet deadlines
Strong organizational and analytical skills 


Have we piqued your curiosity? Can you see yourself thriving in this opportunity? Let's introduce ourselves.


About Commonwealth--and Our Anything but Common® Culture


Commonwealth Financial Network® is the largest privately held Registered Investment Adviser-independent broker/dealer in the U.S., with offices in Waltham, Massachusetts, and San Diego, California. Since 1979, we've been delivering indispensable service to independent financial professionals so they, in turn, can put their clients first. Our technology, research, resources, and support--plus a variety of affiliation models--deliver what today's independent advisors need to thrive.


That being said, we are a financial services company with a unique mission--one that encompasses purpose, vision, and core values in equal measure. Staying true to these guiding principles is the reason we are recognized so often and by so many for the quality of life we enjoy here. We believe it directly translates to a better experience for everyone: employees, advisors, clients, and our communities.


Creating a supportive culture where everyone can thrive is a mission we take seriously. From professional development to comprehensive benefits, grassroots leadership opportunities, generous bonus and stock option incentive plans, opportunities to unwind and connect, and so much more, Commonwealth is not just a great place to work--it's a place that, for many, feels like home.


Commonwealth Financial Network® is an equal opportunity employer that is committed to a diverse workforce.
"
